MS_ID,Location,Collection,Reference,Headnote,MS_Date,Folia,Place_of_production,Produced_for,Notes,MS_Sources,F_%,L_%,E_%,O_%,F_Sides,L_Sides,E_Sides,O_Sides,total_sides_English,total_sides_French,total_sides_Latin,total_sides_Other,percentage_English,percentage_French,percentage_Latin,percentage_Other
630,London,Lambeth Palace,522,Chateau d'amour etc.,s.xiii,3+320+4,Kent,"St. Augustine's, Canterbury",French except for Latin description on f. iiib from the 13th C; Latin rubric on 72r; Latin poems between ff. 306v-319r,"James, M. R, and Jenkins, Claude.  A Descriptive Catalogue of the Manuscripts in the Library of Lambeth Palace, vol.2 (Cambridge: Cambridge UP, 1932).",95.7812,4.2188,0.0,,,,,,,,,,,,,
631,London,Lambeth Palace,1237,Boeve de Haumtone,s.xiii (2),2,,,strips salvaged from a binding,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,4.0,,,,100.0,,
632,London,Lambeth Palace,Carew 596,The Song of Dermot and the Earl,s.xiii (ex),23,,,"may have been bound with other medieval volumes at  one point; ""Bound up at present with the vellum MS. and following it on 
paper are certain fragments of Anglo-Irish Annals in Latin, 
an Abstract in English of the French text made by or under 
the direction of Sir George Carew, and certain lists of names 
mentioned in the text and in other documents contained in the 
volume or in the Expugnatio Hibernica of Giraldus, all of 
which are described in the Calendar of Carew MSS.""",https://archive.org/stream/songdermotandea00regagoog/songdermotandea00regagoog_djvu.txt,,,,,,,,,,46.0,,,,100.0,,
633,London,Lincoln's Inn,Hale 88,Brut etc.,s.xiv,159,,,"added at end of MS ""secundum tabulam in ecclesia Sancti Pauli London in anno Domini m(0).ccc.(m0)xlvi(0).",https://archive.org/stream/acataloguemanus00commgoog#page/n101/mode/1up,,,,,,,,,,278.5,36.5,,,88.4126984126984,11.587301587301587,
634,London,Lincoln's Inn,Misc. 173,Statutes etc.,s.xiii / xiv,,,,collection of statutes along the lines of #348 and containing the Magna Carta;  Walter Bibbesworth (Dean no. 287) on ff. 215r-216v ; detailed description N/A,https://archive.org/stream/acataloguemanus00commgoog#page/n173/mode/1up/search/CLXXIII,,,,,,,,,,,,,,,,
635,London,Public Record Office,C/47/34/16 (Tower Roll),Roll of private prayers,s.xiv (1),3 membranes,,,"""Sis pro nobis"" and ""Qui vult supplere"" added in s.xiv (1)","N.R. Ker, Medieval Manuscripts in British Libraries, I (Oxford: Clarendon Press, 1969), pp. 180-182.",,,,,,,,,,1.0952380952380951,0.9047619047619047,,,54.761904761904766,45.23809523809524,
637,London,Public Record Office,E 163/22/1/2,song leaf,s.xiii,1,,,"winning song of a Puy, perhaps hung on the wall; Christopher Page notes that the notation is poorly executed and the notes ""seem to have been copied too soon after a feast"" (p. 237)","https://www.diamm.ac.uk/sources/3879/#/ ; Page, Christopher : 'Secular Music', in The Cambridge guide to the arts in Britain, Vol. 2:The Middle Ages, Boris Ford, ed. (Cambridge University Press, 1988), p. 237.",,,,,,,,,,1.0,,,,100.0,,
638,London,Public Record Office,E 164/1,Breviate of Doomsday,s.xiii (ex),244,Wales,Neath Abbey,"copied in stages by various scribes at Neath Abbey in Wales; has other notes added in French (cf. Dean no. 8) ; Prophecies of Merlin (Dean no. 18) copied on the first flyleaf ; On p. 38 added notes on Wiltshire manors ;  Dean no. 377 is on p.28 of this MS, not E 134/1 as in Dean","Huws, Daniel.""The Neath Abbey Breviate of Domesday,"" in Wales and the Welsh in the Middle Ages (Cardiff: University of Wales Press, 2011), pp. 47-49.",,,,,,,,,,105.58333333333333,477.4166666666666,,,18.11034877072613,81.88965122927385,
639,London,Public Record Office,E 164/24,Cartulary of Malmesbury Abbey,s.xiii (ex),310,Wiltshire,Malmesbury Abbey,See edition for detailed contents,"http://www.esawyer.org.uk/manuscript/657.html ; Brewer, J. S. Registrum Malmesburiense : The Register of Malmesbury Abbey Preserved in the Public Record Office. Volume 1. Cambridge Library Collection - Rolls. 1879. ; http://discovery.nationalarchives.gov.uk/details/r/C7051857 ; https://archive.org/stream/registrummalmesb01malm#page/n9/mode/2up ; https://archive.org/stream/registrummalmesb02malm#page/n4/mode/1up",,,,,,,,,1.3333333333333333,49.833333333333336,567.8333333333333,,0.2154011847065159,8.050619278406032,91.73397953688745,
64,Cambridge,Corpus Christi College,462,"Recapitulatio historiarum bibliae. Lanfranc OSB, Consuetudines",s.xii,153,Kent,Dover Priory,"""CCC MS 462 was originally at Dover Priory, as is well attested by the press marks and the presence of two fourteenth-century copies of documents relating to the priory - Henry I's charter of 1131 by which Dover became a daughter house of Christ Church, Canterbury and Pope Innocent II's confirmation of the same grant.""",https://parker.stanford.edu/parker/catalog/sn284rv5537,,,,,,,,,,0.5,298.5,,,0.16722408026755853,99.83277591973244,
640,London,Quaritch,Catalogue 1174,Brut fragment,s.xiii (med),1,,,,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,1.0,,,,100.0,,
641,London,Quaritch,Denton MS,Passion poems etc,s.xiii (2),,,,now MS Atlanta; contents may be incomplete,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,60.0,,,,100.0,,
642,London,Quaritch,Sotheby's Catalogue,Mandeville,s.xiv (med),,,,description  incomplete ; MS dates to 1360s; Microfilm in British Library RP3761,"""France in England: Anglo-French Culture in the Reign of Edward III.""  Language and Culture in Medieval Britain: The French of England, C.1100-c.1500, 320. Woodbridge, Suffolk: Boydell & Brewer, 2009, p. 325.",,,,,,,,,,1.0,,,,100.0,,
643,London,Royal College of Physicians,227,"Tractatus chirurgici, etc.",s.xiv (in),iv+230+iii,,,some recipes added in the 14th C in Latin ; flyleaves possibly erased decretals; f. 233  missal from the 15th century,"N.R. Ker, Medieval Manuscripts in British Libraries, I (Oxford: Clarendon Press, 1969), pp. 199-201.",,,,,,,,,1.9999999999999998,2.5,436.5,,0.45351473922902485,0.5668934240362812,98.9795918367347,
644b,London,Royal College of Physicians,409,fragment in the Wilton Psalter,s.xiv (med),1,,,preceeded by Latin flyleaves (ff.i-v) and followed by the s.xiii Wilton Psalter,https://history.rcplondon.ac.uk/book1/,,,,,,,,,,1.0,,,,100.0,,
645a,London,Sion College,Arc. L.40.2/L.14,Distichs of Cato (in French),s.xiii (2),11,,,"composite MS; bound to 2 other MSS ; on f. 1 in a 16th c hand ""Skelton debet librum""","N.R. Ker, Medieval Manuscripts in British Libraries, I (Oxford: Clarendon Press, 1969), p. 276.",,,,,,,,,,22.0,,,,100.0,,
646,London,Society of Antiquities,136C,L'ordene de chevalrie  etc,s.xiv (2),4,,,"folia have been reordered ; now bound with another MS; owned in 1399 by Westminster Abbey according to an inscription; ""ex procuracione fratris Iohannis Bryant""","N.R. Ker, Medieval Manuscripts in British Libraries, I (Oxford: Clarendon Press, 1969), p. 301.",,,,,,,,,,5.0,1.0,,,83.33333333333334,16.666666666666664,
647a,London,Society of Antiquities,716,fragments of the Life of St Thomas Becket,s.xiii (in),4,,,,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,8.0,,,,100.0,,
647b,London,Society of Antiquities,716,fragments of the Life of St Thomas Becket,s.xii (ex),2,,,earlier draft of 647a,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,4.0,,,,100.0,,
648,London,University of London Library,1,Life of the Black Prince,s.xiv (ex),70,,,,http://archives.ulrls.lon.ac.uk/Details/archive/110015251,,,,,,,,,,133.0,,,,100.0,,
649,London,University of London Library,574,fragment of the Brut,s.xiii (in),1,,,fragment of a leaf,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999. ; http://archives.ulrls.lon.ac.uk/Details/archive/110016563",,,,,,,,,,2.0,,,,100.0,,
65,Cambridge,Corpus Christi College,469,"Basil of Caesarea, Admonitio ad filium spiritualem. Isidore of Seville, Etymologiae (extract). Chronicles",s.xiii (ex),4+191,,,,https://parker.stanford.edu/parker/catalog/tq577rd4321,,,,,,,,,,7.0,370.0,,,1.8567639257294428,98.14323607427056,
650,London,University College,Lat. 12,Medical Dictionary and Other Treatises,s.xv (in),353,,,,,,,,,,,,,,,,,,,,
651,London,Wellcome Institute for the History of Medicine Library,544,Miscellanea Medica,s.xiv (in),9ll+283,,,"paginated; notes in English on pp. 184, 209 and 251 made in the late sixteenth or early seventeenth century; first leaf contains a 16th c index to the Trotula text",https://wellcomelibrary.org/item/b20086222#,,,,,,,,,0.2,23.7,258.1,,0.07092198581560284,8.404255319148936,91.52482269503547,
652,London,Wellcome Institute for the History of Medicine Library,559,Miscellanea Medica,s.xv (med),57,,,"some medical receipts added later, some in English; parts of a larger MS",https://wellcomelibrary.org/item/b20086222#,,,,,,,,,3.333333333333333,2.0,80.66666666666666,,3.8759689922480627,2.3255813953488373,93.7984496124031,
653b,London,Wellcome Institute for the History of Medicine Library,801,Latin pastoralia etc.,s.xiii (med),114,Suffolk,Bury St Edmunds,First part of MS (ff. 1r-52v) written in Southern Italy in 12th C; flyleaves part of a rent roll; contains names of William Wolewen and Albred de Wyktis (unidentifed),"Hunt, Tony, Teaching and Learning Latin in Thirteenth-century England, vol. 1 (Cambridge: Brewer, 1991) ; https://wellcomelibrary.org/item/b20086222#",,,,,,,,,0.5,27.0,197.5,,0.2222222222222222,12.0,87.77777777777777,
654,London,Westminster Abbey,2,Psalterium Hebraico-Latinum,s.xiii,38+1,,,Psalter in Hebrew with Latin translation; foliation approximate,https://archive.org/details/manuscriptsofwes00westuoft,,,,,,,,,,15.666666666666677,30.16666666666668,30.16666666666668,,20.614035087719305,39.69298245614035,39.69298245614035
655,London,Westminster Abbey,25,Brute Chronicle,s.xiv (ex),98,,,"16th c pentrials include the name of ""Richard Malenger"" of London; also includes a table of dates from 1100 to 1382",https://archive.org/details/manuscriptsofwes00westuoft,,,,,,,,,,180.0,,,,100.0,,
656,London,Westminster Abbey,34 slash 11,Fragment of a law book,s.xiv (1),6,,,,https://archive.org/details/manuscriptsofwes00westuoft,,,,,,,,,,12.0,,,,100.0,,
657,London,Westminster Abbey,Muniments Room Box 4,fragments,s.xiii (in),2,,,two fragments,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,4.0,,,,100.0,,
658,Madrid,Bibl. Nac.,18253,"SOMME LE ROI, ETC.",s.xiii / xiv,147,,Robert Pichford,copied by Robert Pichford; the Pichford family seems to have been active around St Albans by the 16th C;  contents on 6r-v uncertain,http://jonas.irht.cnrs.fr/manuscrit/33159,,,,,,,,,,,,,,,,
659,Maidstone,Kent County Archive Offices,FA/Z1,Fragments of the Oxford Psalter,s.xii / xiii,3,,,,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,3.0,3.0,,,50.0,50.0,
66,Cambridge,Corpus Christi College,471,"John of Howden, Rossignos",s.xiv (ex),2+112,,,"""Other notes record the name of 'Franciscus Aldriche', but it seems unlikely that this is the same man who attended Clare College in the 1580s and rose to be Master of Sidney Sussex College in 1608.""",https://parker.stanford.edu/parker/catalog/mj062xw5755,,,,,,,,,,221.0,,,,100.0,,
660,Maidstone,Kent Museum,A.13,Miscellany,s.xiii (med),252,,,"English on f. 93r, 93v; 46v, 243v and 253r; Anglo-Norman  ""Death"" (Dean no. 609) on f. 102r-v and a singing prayer (Dean no. 804) on f. 93v;  other scraps of English added later; associated with the Priory of St Andrew at Northampton (but rejected by Ker)","Laing, Margaret. Catalogue of Sources for a Linguistic Atlas of Early Medieval English. Cambridge: Brewer, 1993.",0.496,98.6111,0.8929,,,,,,,,,,,,,
661,Malmesbury,Parish Church,2,Poème Anglo-Normand sur l'ancien testament,s.xiv / xv,46,,,many pages missing or torn; foliation and contents uncertain,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,89.0,,,,100.0,,
662,Manchester,John Rylands University Library,Fr. 6,Vies de sainz,s.xiii / xiv,12+xxvi,,,,https://www.escholar.manchester.ac.uk/api/datastream?publicationPid=uk-ac-man-scw:1m1314&datastreamId=POST-PEER-REVIEW-PUBLISHERS-DOCUMENT.PDF,100.0,0.0,0.0,,,,,,,,,,,,,
663,Manchester,John Rylands University Library,Fr. 88,Armorial,s.xiv (med),roll,,,Dean gives s.xv (med),https://www.escholar.manchester.ac.uk/api/datastream?publicationPid=uk-ac-man-scw:1m1314&datastreamId=POST-PEER-REVIEW-PUBLISHERS-DOCUMENT.PDF,,,,,,,,,,1.0,,,,100.0,,
664,Manchester,John Rylands University Library,Fr. 142,Denis Piramus,s.xiv (1),68,,,,https://www.escholar.manchester.ac.uk/api/datastream?publicationPid=uk-ac-man-scw:1m1314&datastreamId=POST-PEER-REVIEW-PUBLISHERS-DOCUMENT.PDF ; http://jonas.irht.cnrs.fr/manuscrit/73103,,,,,,,,,,136.0,,,,100.0,,
665,Manchester,John Rylands University Library,Fr. 64,Le livere de reis de Engleterre,s.xiii,58,,,,"M. Tyson, ""Hand-list of the Collections of French and Italian Manuscripts in the John Rylands Library, 1930', Bulletin of the John Rylands Library, 14 (1930), 563-619.",,,,,,,,,,113.0,,,,100.0,,
666,Manchester,John Rylands University Library,Lat. 228,Miscellanea,s.xv (ex),142,,,"English on ff. 55r-v, 60r, 79v, 119r-v, 120r, 123r-v, 124v, 125r-126r; 126r-136v, French on ff. 45v-46v",https://www.escholar.manchester.ac.uk/api/datastream?publicationPid=uk-ac-man-scw:1m1235&datastreamId=POST-PEER-REVIEW-PUBLISHERS-DOCUMENT.PDF ; https://www.escholar.manchester.ac.uk/api/datastream?publicationPid=uk-ac-man-scw:1m1621&datastreamId=POST-PEER-REVIEW-PUBLISHERS-DOCUMENT.PDF,1.0563,86.9719,11.9718,,3.0,247.0,34.0,,,,,,,,,
667,Metz,Bibl. Munic.,1238 (Salis 88),Lost Apocalypse,s.xiii,87,,,Burned in 1944,https://archive.org/stream/cataloguegnr48fran#page/416/mode/2up,,,,,,,,,,173.0,,,,100.0,,
668,Milan,Bibl. Ambr.,D.55 sup.,Roman de Troie,s.xiii (in),199,,,"owner inscription on f. 196v: ""Iste liber est mei plonbeoli de plombeolis"" (s.xv /xvi); foliation of Pons de Capduelh's song uncertain ",https://riviste.unimi.it/index.php/carteromanze/article/view/6625/6621,,,,,,,,,,392.0,,,,100.0,,
669,Munich,"Bayer, Staatsbibl.",Gall. 16,Psalter of Queen Isabella,s.xiv (in),131,Yorkshire,Augustinian priory near Nottingham,"May have been a wedding gift from Edward II to Isabella of France; ""Written for the diocese of York, probably in the workshop of the Augustinian priory near Nottingham (as revealed by the calendar), the psalter was illuminated by the workshop of the Tickhill Psalter (preserved in the New York Public Library, Spencer 26)""",https://www.wdl.org/en/item/8957/,,,,,,,,,,117.5,133.5,,,46.81274900398406,53.18725099601593,
67,Cambridge,Corpus Christi College,511,Medical Tracts and Receipts,s.xiii (in),139,,,,https://parker.stanford.edu/parker/catalog/jm097by4127,,,,,,,,,,,,,,,,
670a,New Brunswick (N.J),"New Brunswick Theological Seminary, Gardner A. Sage Library",s.n.,Le livre des juges (Dean no. 444.1),s.xii/xiii,1,,,"2 fragments from 1 leaf; now the binding of vol. II of the works of St Ambrose; possibly Anglo-Norman, according to Dean","Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,2.0,,,,100.0,,
670b,New Brunswick (N.J),"New Brunswick Theological Seminary, Gardner A. Sage Library",s.n.,Miracles of St Andrew,s.xii / xiii,1,,,1 leaf cut into two strips according to Dean; now in the binding of vol. III of the works of St Ambrose,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,2.0,,,,100.0,,
671,"New Haven (Conn.), Yale University",Beinecke Libr.,86,Brut chronicle etc.,s.xiv,i+20+i,,,"""The outside has an inscription, 19th century, ""Some leaves of early English History in Norman French supposed to have come from Malmesbury Abbey."" A similar inscription occurs on f. i verso.""; chronicle has been updated at the end ",https://brbl-dl.library.yale.edu/vufind/Record/4185653,,,,,,,,,,35.5,0.5,,,98.61111111111111,1.3888888888888888,
672,"New Haven (Conn.), Yale University",Beinecke Libr.,395,Anglo-Norman poetry,s.xiii / xiv,ii+224+ii,,,"""some 15th-century glosses, in Middle English and Latin, occur in the text.""; "" inscription on f. 1r:  ""In
Chartophyl [?] [Greek].""  Many notes of an unidentified English owner (s. xix) in
library files. """,https://brbl-dl.library.yale.edu/vufind/Record/3519983,,,,,,,,,,446.0,,,,100.0,,
673,"New Haven (Conn.), Yale University",Beinecke Libr.,405,Brut chronicle,s.xiv (med),i+74+i,,,"two parts bound together early;  French, Latin and English added to the flyleaves: f. i  Unidentified document, possibly a court roll, s. xiv, mostly
illegible, on recto (portion of same document used for final flyleaf); texts
added on verso begin with 3 lines, in Latin:  Est tuus anna pater, vriel
nasaphat tua mater/ Est vriel iustus, anne pater ille vetustus/ Et nasaphat ego
sum, fructum peperi generosum; followed by 6 lines, in French noting a) the
discovery of Christ's cloak in the monastery of Argenteuil in 1106; b) the
appearance of the sign of the cross in the moon, in October of the same year;
c) the founding of the Cistercian Abbey of Sibton (Suffolk) in 1159; followed
by a prayer to St. Apollonia:  Beata Appolonia graue martirium pro domino
sustinuit. tiranni post traxerunt eam....  In lower margin is a sketch of a
coat of arms with St. Andrew's Cross, incomplete.; Final flyleaf, recto, is palimpsest:  underwriting apparently from same
document as front flyleaf; written over are business accounts [?], and notes in
English concerning English history.  Verso:  visible under ultra-violet light
is list of English Kings, in two columns.""",https://brbl-dl.library.yale.edu/vufind/Record/3436729 ; https://pre1600ms.beinecke.library.yale.edu/docs/pre1600.ms405.htm,,,,,,,,,,148.0,,,,100.0,,
674a,"New Haven (Conn.), Yale University",Beinecke Libr.,492,Lumere as lais,s.xiv (in),85,,,"In two parts; ""Notes in English
cursive of s. xv on ff. 16r, 16v, 25r, etc. ""; ""Signatures of s. xvi include Thomas Leedes and John Younge (f. 111r-v).  Many signatures of members of the Lake family:  Robert Lake (1584), Thomas Lake (1585, 1589, 1625; 1567?-1630, DNB v. 11, pp. 417-19) and Hugo Lake (27 Jan. 1627).  Early modern provenance otherwise unknown.""",https://brbl-dl.library.yale.edu/vufind/Record/3443447,,,,,,,,,,170.0,,,,100.0,,
674b,"New Haven (Conn.), Yale University",Beinecke Libr.,492,Verse miscellany,s.xiv (in),27,,,""" f. 111r-v has crude drawings, added s. xvi
""; ""Signatures of s. xvi include Thomas Leedes and John Younge (f. 111r-v).  Many signatures of members of the Lake family:  Robert Lake (1584), Thomas Lake (1585, 1589, 1625; 1567?-1630, DNB v. 11, pp. 417-19) and Hugo Lake (27 Jan. 1627).  Early modern provenance otherwise unknown.""",https://brbl-dl.library.yale.edu/vufind/Record/3443447,,,,,,,,,2.5,47.5,,,5.0,95.0,,
675c,"New Haven (Conn.), Yale University",Beinecke Libr.,507,Notebook of grammar and logic,s.xiv,35,,,"composite MS; ""On f. 63v the name ""Hoiten"" (?)  is written in large clumsy Northern Textualis Formata. Sir  Lionel Tollemache of Helmingham Hall (   ).""; leaves of the second text are out of order",https://pre1600ms.beinecke.library.yale.edu/docs/pre1600.ms507.htm ; https://brbl-dl.library.yale.edu/vufind/Record/4162099,,,,,,,,,0.6666666666666666,0.6666666666666666,67.66666666666666,,0.966183574879227,0.966183574879227,98.06763285024154,
676,"New Haven (Conn.), Yale University",Beinecke Libr.,590,"Historia regum Britanniae; with French moralistic poetry, etc.",s.xiv,114,,,"composite volume bound together by 1334 (""The front pastedown (detached) consists of fragments of a court roll (from a trial of 1334)"")",https://brbl-dl.library.yale.edu/vufind/Record/3446538,,,,,,,,,,29.0,232.0,,,11.11111111111111,88.88888888888889,
676b,"New Haven (Conn.), Yale University",Beinecke Libr.,590,"Historia regum Britanniae; with French moralistic poetry, etc.",s.xiii (in),17,,,"""The foliation is incorrect: two successive  leaves are foliated 81.""",https://brbl-dl.library.yale.edu/vufind/Record/3446538,,,,,,,,,,29.0,4.0,,,87.87878787878788,12.121212121212121,
677,"New Haven (Conn.), Yale University",Beinecke Libr.,591,Guy of Warwick,s.xiv (in),i+ii+86+i+i,,,"curse (?) on 86v ""y schrewe Jon Braybrok""",https://pre1600ms.beinecke.library.yale.edu/docs/pre1600.ms591.htm ;https://brbl-dl.library.yale.edu/vufind/Record/4143041,,,,,,,,,,171.0,,,,100.0,,
678,"New Haven (Conn.), Yale University",Beinecke Libr.,593,Brut etc.,s.xiv (med),i+i+208+i+i,,,continuation of chronicle added s.xv (1),https://brbl-dl.library.yale.edu/vufind/Record/4143041,,,,,,,,,1.5,402.5,2.0,,0.3694581280788177,99.13793103448276,0.49261083743842365,
679,"New Haven (Conn.), Yale University",Beinecke Libr.,Marston 219,Lumere as lais,s.xiii (2),60,,,"copied sometime between 1250 and 1275; scribe forgot to copy a portion of the text which was then inserted; ""Partially legible inscription, s. xv-xvi, on back turn-ins:  ""Ajourd ***ot of moreson *** morreton of y[?].""""",https://brbl-dl.library.yale.edu/vufind/Record/3446539 ; https://pre1600ms.beinecke.library.yale.edu/docs/pre1600.mars219.htm,,,,,,,,,,120.0,,,,100.0,,
68,Cambridge,Emmanuel Coll.,27,Miscellanea,s.xiii,244+1,West Sussex,Sompting Church,"""Probably from Chichester. In a kalendar at the end the dedication of Sompting Church occurs. Salisbury documents also occur.""; names: ""ordinatio sacerdotalis J. de chyvele"", ""Joh. du Boys viii. Id. Aug. anno gr. m. ccc. xiii. litt. dom. G ortus fuit."", ""J. de Tantone ortus est xi. Kal. Oct. litt. Dom. A anno. gr. m. ccc. Sept. Brune (?).""; end points for Latin tracts are based on James' entries and therefore approximate","James, M.R. ""The Western manuscripts in the Library of Emmanuel College: A Descriptive Catalogue."" Cambridge: Cambridge UP, 1904. ; https://archive.org/stream/westernmanuscrip00emmauoft#page/n0/mode/2up",,,,,,,,,2.5,0.5,490.0,1.0,0.5060728744939271,0.10121457489878542,99.19028340080972,0.20242914979757085
680,"New Haven (Conn.), Yale University",Beinecke Libr.,Osborn fa. 1,Confessio Amantis etc.,s.xiv / xv,i+199+i,,,first and third quires missing,https://brbl-dl.library.yale.edu/vufind/Record/3445309 ; https://pre1600ms.beinecke.library.yale.edu/docs/pre1600.osborn.fa1.htm,,,,,,,,,120.0,3.5,4.5,,93.75,2.734375,3.515625,
681,"New Haven (Conn.), Yale University",Beinecke Libr.,Osborn a56,Treatises in Anglo-Norman verse,s.xiv (1),iv+67+ii,,,"Not listed among Yale MSS in Dean ; Purchased from Bernard Quaritch, Ltd. (Christies sale 8002, lot 12) on the James Marshall and Marie-Louise Osborn Fund and the Edwin J. Beinecke Book Fund, 2011.; ; ""The text of Le tretiz contains numerous interlineations and side notes in Middle English""; Latin inscriptions on the last few leaves",https://brbl-dl.library.yale.edu/vufind/Record/4183847,,,,,,,,,,131.0,,,,100.0,,
682,"New Haven (Conn.), Yale University",Beinecke Libr.,Takamiya 115,Brut fragment,s.xiii (ex),1,,,"Listed in Dean as Collection Martin Schøyen, MS 250; ""Formerly owned by Martin Schøyen (MS 650). From the collection of Toshiyuki Takamiya, 2013""",https://brbl-dl.library.yale.edu/vufind/Record/4428130,,,,,,,,,,,,,,,,
683,New York,Pierpont Morgan Library,M 43,Psalter,s.xiii (in),165,Kent,"Lesnes Abbey, Kent","""Obituaries (13th century) of Lucia de Huntingfeld and of Rogerus de Huntingfeld; owned in the 16th century by the Brudenell family""",https://www.themorgan.org/manuscript/76977,,,,,,,,,,16.0,289.0,,,5.245901639344262,94.75409836065573,
684,New York,Pierpont Morgan Library,M 700,Book of Hours,s.xiv (in),196+2,Buckinghamshire,"Abbey of the Blessed Virgin Mary at Bittelesden, Buckinghamshire",foliation based on catalogue description  ; calendar includes obituaries of families associated with Bittelesden,http://corsair.themorgan.org/msdescr/BBM0700a.pdf,,,,,,,,,,19.5,322.5,,,5.1861702127659575,85.77127659574468,
685,New York,Pierpont Morgan Library,M 761,Poetric miscellany,s.xiii (med),194,,,foliation based on catalogue description,http://corsair.themorgan.org/msdescr/BBM0761a.pdf,,,,,,,,,,364.0,23.0,,,94.05684754521964,5.943152454780361,
686,New York,Pierpont Morgan Library,M 888,Histoire de Guillaume le Mare?chal.,s.xiii (in),127,,,,https://www.themorgan.org/manuscript/159530,,,,,,,,,,254.0,,,,100.0,,
687,New York,Pierpont Morgan Library,M 930,Chronicle,s.xiv (in),142,,,,https://www.themorgan.org/manuscript/145568,,,,,,,,,,274.0,,,,100.0,,
688,New York,Pierpont Morgan Library,M 957,Itinerarium and other works,s.xiv (ex),127,,,"""John Bednell, whose name is inscribed on fol. 25 as coroner (""coronator domini regis""), perhaps 16th century""; fragments of 3 leaves inserted: ""the recto of the last containing a portion of the Earth, a Middle English poem (fol. 124-126), beginning: ""Whan hath erthe upon erthe""; ""Clericus Adam"" lyric (fragment, fol. 126v)""",https://www.themorgan.org/manuscript/145495,,,,,,,,,4.0,233.5,7.5,,1.6326530612244898,95.3061224489796,3.061224489795918,
689,New York,Public Library,Spencer 57,Apocalypse,s.xiv (1),103,,,recipe in English added to 103r,https://digitalcollections.nypl.org/collections/bible-apocalypse-with-gloss#/,,,,,,,,,,204.0,,,,100.0,,
69,Cambridge,Emmanuel Coll.,69,John of Ardern,s.xv,240,,,end points for Latin tracts are based on James' entries and therefore approximate,"James, M.R. ""The Western manuscripts in the Library of Emmanuel College: A Descriptive Catalogue."" Cambridge: Cambridge UP, 1904. ; https://archive.org/stream/westernmanuscrip00emmauoft#page/n0/mode/2up",,,,,,,,,411.5,1.5,,,99.63680387409201,0.36319612590799033,,
690,Norwich,Castle Museum,158.926/4f,Norwich hours,s.xiv (1),158?,,woman patron,A-N prayers address a 'pecheresse'; apparently intended for a woman; Obit for 'Katerine Bakon' from 1377 added later; contents and foliation uncertain,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999. ; Scott-Stokes, Charity. Women's Books of Hours in Medieval England: Selected Texts (Woodbridge: D.S. Brewer, 2006), p. 32.",,,,,,,,,,23.166666666666664,289.8333333333333,,,7.401490947816826,92.59850905218316,
691,Norwich,"Norfolk Record Office, Central Library",Rye 38,Paston Book of Arms,s.xv (med),72,,"attributed to Friar Brackley based on inscription on the flyleaf but this attribution has been shown to be spurrious by Norman Davis (1962), who attributes the MS to William Paston (p. 111); ff.1-41 mainly coats of arms; 42r-57 largely blank; a Latin note from the 15th c on fol. 51v; 'Llokton' on f. 55v",,"Davis, Norman and G. S. Ivy. ""MS. Walter Rye 38 and its French Grammar."" Medium Aevum 31 (1962): 110-123.",,,,,,,,,7.5,3.0,3.5,,53.57142857142857,21.428571428571427,25.0,
